Layer Error,Layer Number,Layer Height,Material Type,Extrusion Temperature,Print Speed,Layer Adhesion Quality,Infill Density,Infill Pattern,Shell Thickness,Overhang Angle,Cooling Fan Speed,Retraction Settings,Z-Offset Adjustment,Print Bed Temperature,Layer Time,file_name,image url
SUCCESS,120,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_10sec,fl_layer_200119.png,https://drive.google.com/uc?export=download&id=1mdJsQTVxVQaB6E5MvR2rLK1UN96KzMii
SUCCESS,121,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_12sec,fl_layer_200120.png,https://drive.google.com/uc?export=download&id=1B77lus4D34wfv4q_41oJdE7MFX8bUzFc
SUCCESS,122,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_15sec,fl_layer_200121.png,https://drive.google.com/uc?export=download&id=1JDjxHVUbTVj5PADBYXPzaAuPPuXM8-ui
SUCCESS,123,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_14sec,fl_layer_200122.png,https://drive.google.com/uc?export=download&id=1w-8KOy-kAKpAsvJXVzswLGIjRLQfJH7G
SUCCESS,124,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_13sec,fl_layer_200123.png,https://drive.google.com/uc?export=download&id=1zh16I50bUFeFd063tFgqGgdJJAnClXZS
SUCCESS,125,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_16sec,fl_layer_200124.png,https://drive.google.com/uc?export=download&id=1XAddi0It54mFeDBHSnriRl5mwZ9IZ5Xq
SUCCESS,126,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_17sec,fl_layer_200125.png,https://drive.google.com/uc?export=download&id=13yVeOiXMYZj2wZunEWwjJRWu5_xXKjs4
SUCCESS,127,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_18sec,fl_layer_200126.png,https://drive.google.com/uc?export=download&id=1yJW9DNwlwSwH_v_NIcsAL-qvZqDr9JH-
SUCCESS,128,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_11sec,fl_layer_200127.png,https://drive.google.com/uc?export=download&id=1BwlsRQN1RsUJ_IV66-HTBRsWrJ4dUgyt
SUCCESS,129,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_10sec,fl_layer_200128.png,https://drive.google.com/uc?export=download&id=1T2Y-pFFfo-tvdH_ej2q0LH2YSs1C9P1K
SUCCESS,130,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_9sec,fl_layer_200129.png,https://drive.google.com/uc?export=download&id=1PDAUQshgsd6oJbk0o1da-4gstTXkbsdp
SUCCESS,131,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_8sec,fl_layer_200130.png,https://drive.google.com/uc?export=download&id=12y2zWREGutrohI4Zrtcq-l4tREZaaA5P
SUCCESS,132,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_7sec,fl_layer_200131.png,https://drive.google.com/uc?export=download&id=1C6u_k1wIOSqYiNwG78ERIP4t2w80lo1f
SUCCESS,133,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_6sec,fl_layer_200132.png,https://drive.google.com/uc?export=download&id=1QzwzZLxQevMu_-w5LHHvKzi-oTxHGdqg
SUCCESS,134,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_5sec,fl_layer_200133.png,https://drive.google.com/uc?export=download&id=1FfChfjPtDFTz7olUIgXyaviLcdMeZF8n
SUCCESS,135,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_4sec,fl_layer_200134.png,https://drive.google.com/uc?export=download&id=1NujymGMfhPrQ_pNqLSbH29O1YM4Uf9LH
SUCCESS,136,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_3sec,fl_layer_200135.png,https://drive.google.com/uc?export=download&id=1CIYIGJ6AXPqQrs-dGgYgWTg0PD6o2wp0
SUCCESS,137,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_2sec,fl_layer_200136.png,https://drive.google.com/uc?export=download&id=1a3W5AmHn8QVzYDYEUAvm5yJMl3n0bAvJ
SUCCESS,138,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_1sec,fl_layer_200137.png,https://drive.google.com/uc?export=download&id=1yxzOKyQoIRqTrCAp3n-umbR5J0eyIxl_
SUCCESS,139,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_0sec,fl_layer_200138.png,https://drive.google.com/uc?export=download&id=1EWKcGQwJxsEaKiL6kBqqrrZAwsgxqoJT
SUCCESS,140,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_10sec,fl_layer_200139.png,https://drive.google.com/uc?export=download&id=1I-ENTVUT_QzrcuUCcGgD_vrPpNrrVuHQ
SUCCESS,141,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_12sec,fl_layer_200140.png,https://drive.google.com/uc?export=download&id=1_JPKXYYuLBo2kaIry2c_aZ4qstpNXYLJ
SUCCESS,142,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_15sec,fl_layer_200141.png,https://drive.google.com/uc?export=download&id=1zxpnOezt6sQZbyYeOC4yvob0wb3xrPDh
SUCCESS,143,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_14sec,fl_layer_200142.png,https://drive.google.com/uc?export=download&id=1knU8LL_beJ5Bvl6KHXkRelitjX6AWTGV
SUCCESS,144,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_13sec,fl_layer_200143.png,https://drive.google.com/uc?export=download&id=1WwxpRzNwxtdwQ2lgm4kqrpWBv_1g3sF9
SUCCESS,145,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_16sec,fl_layer_200144.png,https://drive.google.com/uc?export=download&id=15_TeUCVJFeINjZ9HtJZgzfGxN1CiB_pG
SUCCESS,146,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_17sec,fl_layer_200145.png,https://drive.google.com/uc?export=download&id=1tY1bDlKCc4eVIgn0BMnEvmBzN1jXP20l
SUCCESS,147,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_18sec,fl_layer_200146.png,https://drive.google.com/uc?export=download&id=1G3bajMIDLd6oBa4D7U-fTcCovFYmdy95
SUCCESS,148,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_11sec,fl_layer_200147.png,https://drive.google.com/uc?export=download&id=1VbHGnCWCbGYw1d9uEmWeifdcwvXc9TyS
SUCCESS,149,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_10sec,fl_layer_200148.png,https://drive.google.com/uc?export=download&id=1lDve2UdnKW4TAA5bEzHnnwtdQ6xs_Tcp
SUCCESS,150,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_9sec,fl_layer_200149.png,https://drive.google.com/uc?export=download&id=1SEa_ZyEC7Q12JqGsvFXZ8Hb5d6chNoGN
SUCCESS,151,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_8sec,fl_layer_200150.png,https://drive.google.com/uc?export=download&id=1ftEv4FCCESvnhvDUlqVMIIii8MKMhimA
SUCCESS,152,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_7sec,fl_layer_200151.png,https://drive.google.com/uc?export=download&id=1jMjshjVfJRNIpfMDStcADWJMQChRWN12
SUCCESS,153,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_6sec,fl_layer_200152.png,https://drive.google.com/uc?export=download&id=1BBGueF5RdUwNWFe-4ZQ29v0qIQu1J51u
SUCCESS,154,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_5sec,fl_layer_200153.png,https://drive.google.com/uc?export=download&id=1TROA1BhYPJHuRqMrLEPYHt_z_srXK7Xd
SUCCESS,155,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_4sec,fl_layer_200154.png,https://drive.google.com/uc?export=download&id=1Mb5dU80KnAsVnxv0UnMIXlOhiITz5tP8
SUCCESS,156,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_3sec,fl_layer_200155.png,https://drive.google.com/uc?export=download&id=1J5ePfQ4uevUwrH-I-Db9acGpzSuQbIBN
SUCCESS,157,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_2sec,fl_layer_200156.png,https://drive.google.com/uc?export=download&id=1Pwdk-Ho0yZ6vzTiFhFZw1QQRPShZa5Xr
SUCCESS,158,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_1sec,fl_layer_200157.png,https://drive.google.com/uc?export=download&id=1HISKmRCoQCTiAKLibAANNumIVPsjVfPw
SUCCESS,159,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_0sec,fl_layer_200158.png,https://drive.google.com/uc?export=download&id=1TbCwheI1JuyODKYMA0hYWvLdj4TaUxnO
SUCCESS,160,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_10sec,fl_layer_200159.png,https://drive.google.com/uc?export=download&id=15N7NjAl33ygHrfphb26DfnYGoAROfRDy
SUCCESS,161,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_12sec,fl_layer_200160.png,https://drive.google.com/uc?export=download&id=11zuqTmz04dwpwwsWVLcb2XD5mm-1En7p
SUCCESS,162,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_15sec,fl_layer_200161.png,https://drive.google.com/uc?export=download&id=1aEgjgfhkzzvBoPUQIl5H2IHNKK24UlJJ
SUCCESS,163,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_14sec,fl_layer_200162.png,https://drive.google.com/uc?export=download&id=1cLBAaoV9MOH9OBbe7KmCN9cQKQMCZDFP
SUCCESS,164,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_13sec,fl_layer_200163.png,https://drive.google.com/uc?export=download&id=1Y710pgNyKvhC0YSIhq8APDDaWRin3CMD
SUCCESS,165,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_16sec,fl_layer_200164.png,https://drive.google.com/uc?export=download&id=1corHz0-Yyv_PAn1ItZbQ3v0f--6v4Khw
SUCCESS,166,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_17sec,fl_layer_200165.png,https://drive.google.com/uc?export=download&id=1RDJ-3HhTLseZ8nNWe2cyFHP8GYGJTFCq
SUCCESS,167,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_18sec,fl_layer_200166.png,https://drive.google.com/uc?export=download&id=1w8lMCOK670ZNefQUtmgtj_e5HbRSC7gJ
SUCCESS,168,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_11sec,fl_layer_200167.png,https://drive.google.com/uc?export=download&id=1G_6-TIoSCJHtAZGnND8mZz4qp0a_5vqu
SUCCESS,169,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_10sec,fl_layer_200168.png,https://drive.google.com/uc?export=download&id=1vcFlrDXGKvvnk3GubGUXzffQgDOJBQCo
SUCCESS,170,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_9sec,fl_layer_200169.png,https://drive.google.com/uc?export=download&id=1k85qgycHrJtGlBBL5RRtTSutjk9S6WiA
SUCCESS,171,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_8sec,fl_layer_200170.png,https://drive.google.com/uc?export=download&id=1WiM5RCB3Z1asgNX1v4NrhIDWV5PAmG20
SUCCESS,172,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_7sec,fl_layer_200171.png,https://drive.google.com/uc?export=download&id=1_mSdLzRoYMukZPg_NkzUe5ZbAJ1l8u2Q
SUCCESS,173,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_6sec,fl_layer_200172.png,https://drive.google.com/uc?export=download&id=1RysXVl5l9aI3xbqFmWmYv8RpghReTpEk
SUCCESS,174,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_5sec,fl_layer_200173.png,https://drive.google.com/uc?export=download&id=1gitQPEGQkJj_9eQ83-iFHUzZdzUvHa4s
SUCCESS,175,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_4sec,fl_layer_200174.png,https://drive.google.com/uc?export=download&id=1LVZwuFb4GOVKMwsx0Y1Et9LNiv5V8qJA
SUCCESS,176,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_3sec,fl_layer_200175.png,https://drive.google.com/uc?export=download&id=1Y6drWLi68tU9YY8PfLBa-OOt28ZsmAum
SUCCESS,177,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_2sec,fl_layer_200176.png,https://drive.google.com/uc?export=download&id=1b7YZQsnjVDNSgwnbreYCJhV4whoJEmQZ
SUCCESS,178,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_1sec,fl_layer_200177.png,https://drive.google.com/uc?export=download&id=1_987eizrLdA8C4c3qKFTxr_bhkCCenDY
SUCCESS,179,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_0sec,fl_layer_200178.png,https://drive.google.com/uc?export=download&id=1eJSgM2JQMOKJ_At0XbAHcT7Hb3yGTVw0
SUCCESS,180,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_10sec,fl_layer_200179.png,https://drive.google.com/uc?export=download&id=1m45zLTa8rV3xHKritY6W5yNnHoQTdKuf
SUCCESS,181,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_12sec,fl_layer_200180.png,https://drive.google.com/uc?export=download&id=1yB_SjlKcXSxlvz4ykq68RCvsY5TC5djs
SUCCESS,182,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_15sec,fl_layer_200181.png,https://drive.google.com/uc?export=download&id=13ov7fRn01mEvCpx8pFIDvvkj3pn3KJIG
SUCCESS,183,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_14sec,fl_layer_200182.png,https://drive.google.com/uc?export=download&id=1Klyc9K5JOB8a8hWn1umuRgYMWPc2odOP
SUCCESS,184,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_13sec,fl_layer_200183.png,https://drive.google.com/uc?export=download&id=1WNGdGannZ8mbxBN9Kfc1v1FVoCQ2bYQi
SUCCESS,185,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_16sec,fl_layer_200184.png,https://drive.google.com/uc?export=download&id=13Qfj-wC9A-uP9BAqvlNxP6_nbpVTYpo0
SUCCESS,186,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_17sec,fl_layer_200185.png,https://drive.google.com/uc?export=download&id=1XhDPHPQB0G73GN1Pa8v7UFk7NghLdJ4_
SUCCESS,187,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_18sec,fl_layer_200186.png,https://drive.google.com/uc?export=download&id=11B-K6BWuCBy9uW2CEkbO_2-6abDVUPcT
SUCCESS,188,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_11sec,fl_layer_200187.png,https://drive.google.com/uc?export=download&id=1GZxbqp6voVu3Bb5oVkJx551TjIYtvuz3
SUCCESS,189,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_10sec,fl_layer_200188.png,https://drive.google.com/uc?export=download&id=11v0wMJjcuP_flKMf0Q2z8m524k9tTTK1
SUCCESS,190,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_9sec,fl_layer_200189.png,https://drive.google.com/uc?export=download&id=19tJCFglskjHjYx2cEVBrDc94VDtVm4Ds
SUCCESS,191,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_8sec,fl_layer_200190.png,https://drive.google.com/uc?export=download&id=1zM1HZHOaLeRNf2ktMxJCevTpAK1MR0eg
SUCCESS,192,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_7sec,fl_layer_200191.png,https://drive.google.com/uc?export=download&id=1ye4eb-CAOqr7L0FMPQ3uMLdOHQyO7je4
SUCCESS,193,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_6sec,fl_layer_200192.png,https://drive.google.com/uc?export=download&id=1AWNyb5KisvETbeRJuoLN8LC0kgDAtPWY
SUCCESS,194,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_5sec,fl_layer_200193.png,https://drive.google.com/uc?export=download&id=12eH3fr4LBZOiwglW-eyBvCQpBeoAXwed
SUCCESS,195,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_4sec,fl_layer_200194.png,https://drive.google.com/uc?export=download&id=777mph
SUCCESS,196,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_3sec,fl_layer_200195.png,https://drive.google.com/uc?export=download&id=1tBihI-nm9d-YCeXcRtWoIYFpuBzo-ocA
SUCCESS,197,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_2sec,fl_layer_200196.png,https://drive.google.com/uc?export=download&id=1CVrwuWmqYGdybscvGSjafu5rhPzvGWYE
SUCCESS,198,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_1sec,fl_layer_200197.png,https://drive.google.com/uc?export=download&id=1Wl9JluZ6FfzZi9XOOWSZAIUwzxnua2vf
SUCCESS,199,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_0sec,fl_layer_200198.png,https://drive.google.com/uc?export=download&id=1aVVO7hCpdgJ-8-8GYxHTfLd1D2bFVlhR
SUCCESS,200,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_10sec,fl_layer_200199.png,https://drive.google.com/uc?export=download&id=1aAZi_IOWiidqZ79_TL_wnfM_GIs7f0vm
SUCCESS,201,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_12sec,fl_layer_200200.png,https://drive.google.com/uc?export=download&id=1FiRpBfe5-MawuSyOvZ9Z4vdlR9NxJg0w
SUCCESS,202,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_15sec,fl_layer_200201.png,https://drive.google.com/uc?export=download&id=1R-lGB7i2lZ5MLQbkujOtXMlQcjSvvB-a
SUCCESS,203,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_14sec,fl_layer_200202.png,https://drive.google.com/uc?export=download&id=1Iu8fhQ6VdEPyPzzy1uSTZp3Itnj6ihCT
SUCCESS,204,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_13sec,fl_layer_200203.png,https://drive.google.com/uc?export=download&id=1Q3k98Rw1KYzRUMqD8txWowwvXvc3XwR5
SUCCESS,205,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_16sec,fl_layer_200204.png,https://drive.google.com/uc?export=download&id=1l_Glz8J_fDyrTQ-NdEyhzxGdP4TypYQD
SUCCESS,206,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_17sec,fl_layer_200205.png,https://drive.google.com/uc?export=download&id=1wwOPQverB_GLOG_UGKzjYMm3WGv6qx3I
SUCCESS,207,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_18sec,fl_layer_200206.png,https://drive.google.com/uc?export=download&id=1mk_Ro8UagiTgDURtoomBnBLoMdGrTXkm
SUCCESS,208,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_11sec,fl_layer_200207.png,https://drive.google.com/uc?export=download&id=1r-S-TGAkKQiU926gIhsC9pznoFsTR1cv
SUCCESS,209,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_10sec,fl_layer_200208.png,https://drive.google.com/uc?export=download&id=1gvE6g_tfhAN8-OlHwKYZojw_HFdlXmXA
SUCCESS,210,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_9sec,fl_layer_200209.png,https://drive.google.com/uc?export=download&id=1qUZI1Jgok1iD43vXh-7Knluw69Dk9USq
SUCCESS,211,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_8sec,fl_layer_200210.png,https://drive.google.com/uc?export=download&id=19iReGWWuqQHDtMG5NOEUKyxunG_860Ch
SUCCESS,212,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_7sec,fl_layer_200211.png,https://drive.google.com/uc?export=download&id=1C4psOmkTG8BP0JZMRJYmYdwvMl0S4R8q
SUCCESS,213,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_6sec,fl_layer_200212.png,https://drive.google.com/uc?export=download&id=1JtlKRvFCUSaj1w497_Q0y6GdPGSDENCU
SUCCESS,214,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_5sec,fl_layer_200213.png,https://drive.google.com/uc?export=download&id=1xSnGnSg3dJhhEiWnBRxCIlLfCMzwByvt
SUCCESS,215,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_4sec,fl_layer_200214.png,https://drive.google.com/uc?export=download&id=1UOzF32L5ZQz_ToJJx1xRPxSzjL1tBPhF
SUCCESS,216,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_3sec,fl_layer_200215.png,https://drive.google.com/uc?export=download&id=1NsnqH8y0xmP0HXv4fBJ1IJ6tccOmm0cp
SUCCESS,217,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_2sec,fl_layer_200216.png,https://drive.google.com/uc?export=download&id=1Hc_EitFP1aUzRR96RUmpZI8UNUH8_WI8
SUCCESS,218,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_1sec,fl_layer_200217.png,https://drive.google.com/uc?export=download&id=1KUDX3vBBo3kRA03ztrivmX1XugO54BkT
SUCCESS,219,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_0sec,fl_layer_200218.png,https://drive.google.com/uc?export=download&id=18IqMCBkkWMfK7gwH56cIHD3G9QdfHOuL
SUCCESS,220,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_10sec,fl_layer_200219.png,https://drive.google.com/uc?export=download&id=1NJAC8tvkHN6Wz8t1jKI1x_iHsJQuSPak
SUCCESS,221,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_12sec,fl_layer_200220.png,https://drive.google.com/uc?export=download&id=1HSqDpfejX7U-AJAylc9RewnU8hdf_Y50
SUCCESS,222,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_15sec,fl_layer_200221.png,https://drive.google.com/uc?export=download&id=1sebFdk3cWOuq7JRY9RVoJHonpY0S-VQF
SUCCESS,223,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_14sec,fl_layer_200222.png,https://drive.google.com/uc?export=download&id=1DAXTE9RHXZFP9weaNSvQOdwhxKHKWoEx
SUCCESS,224,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_13sec,fl_layer_200223.png,https://drive.google.com/uc?export=download&id=1sDk185hlgXyHDUQvYtrBlL_45NJOP_yB
SUCCESS,225,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_16sec,fl_layer_200224.png,https://drive.google.com/uc?export=download&id=1wnv5PUFa-u5Kj5KrT3Ee0Q1xQtbi--4e
SUCCESS,226,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_17sec,fl_layer_200225.png,https://drive.google.com/uc?export=download&id=1iKZJ-9YAVYvJGcFCkUZrtEG61Q0Eoiz2
SUCCESS,227,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_18sec,fl_layer_200226.png,https://drive.google.com/uc?export=download&id=1MYnLXCXwMFkX0jclYh2mKgTBQntQFk-g
SUCCESS,228,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_11sec,fl_layer_200227.png,https://drive.google.com/uc?export=download&id=1gFmVo1BBy_evEjBL7cIVaUIvgTi5Z-xx
SUCCESS,229,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_10sec,fl_layer_200228.png,https://drive.google.com/uc?export=download&id=19z2J_JXDrEQybXL52zmfobTXiy5Em-xH
SUCCESS,230,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_9sec,fl_layer_200229.png,https://drive.google.com/uc?export=download&id=19dcX3QAgaIashJbR_m8OVkFXmdONMn2W
SUCCESS,231,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_8sec,fl_layer_200230.png,https://drive.google.com/uc?export=download&id=1F6jJkz0hjxHl2cG6S0ZBvo4YRvpG9mgl
SUCCESS,232,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_7sec,fl_layer_200231.png,https://drive.google.com/uc?export=download&id=1XAJUfLUslV1hpRlmSPu3VnsIivP8PYh1
SUCCESS,233,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_6sec,fl_layer_200232.png,https://drive.google.com/uc?export=download&id=1htuQsB5-07JWTHYWVSZfNmHGE6sGK1DJ
SUCCESS,234,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_5sec,fl_layer_200233.png,https://drive.google.com/uc?export=download&id=17-e9Ax1rC-pFcY2Fx04RLMpDl-Xlf2hr
SUCCESS,235,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_4sec,fl_layer_200234.png,https://drive.google.com/uc?export=download&id=1-cphYKH7tbCJwLCBegKTRTvxzWZG1TWy
SUCCESS,236,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_3sec,fl_layer_200235.png,https://drive.google.com/uc?export=download&id=1lxuNPg3M2YLLMlswpUZZX8yZ9GiEOHn2
SUCCESS,237,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_2sec,fl_layer_200236.png,https://drive.google.com/uc?export=download&id=1o0CUd9xecmTD3v12gxtijcrnXof-tbZE
SUCCESS,238,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_1sec,fl_layer_200237.png,https://drive.google.com/uc?export=download&id=1o0WnNV9ovZGK01F_hFbpHBWUPDfaguMb
SUCCESS,239,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_0sec,fl_layer_200238.png,https://drive.google.com/uc?export=download&id=1ExUhNE8LzEFKW8pWSpcJYtLrfK0Nmw0L
SUCCESS,240,0.2,PLA,210,50,Good,20,Grid,2,45,50,5mm,0.05,60,5min_10sec,fl_layer_200239.png,https://drive.google.com/uc?export=download&id=1kBmFH6h5fa5iEhvBY2ooQJFx2qDWHFZA
